Frame,Inference(ms),Process(ms),Display(ms),Total(ms),FPS
3541,23.0,4.2,3.4,30.7,32.6
3542,22.3,4.3,3.4,29.9,33.4
3543,23.8,4.3,3.4,31.5,31.8
3544,23.2,4.3,3.5,31.0,32.3
3545,22.5,4.3,3.4,30.1,33.2
3546,23.0,4.4,3.4,30.8,32.5
3547,21.7,4.3,3.4,29.4,34.0
3548,25.5,4.3,3.4,33.2,30.1
3549,23.5,4.3,3.4,31.2,32.0
3550,24.0,4.2,3.4,31.7,31.6
3551,23.4,4.3,3.4,31.1,32.2
3552,22.5,4.3,3.4,30.2,33.1
3553,23.9,4.3,3.4,31.7,31.6
3554,23.5,4.3,3.4,31.3,32.0
3555,23.3,4.3,3.4,30.9,32.3
3556,23.0,4.2,3.4,30.6,32.7
3557,22.4,4.2,3.4,30.1,33.2
3558,24.6,4.2,3.4,32.2,31.1
3559,23.6,4.3,3.4,31.3,31.9
3560,23.1,4.2,3.4,30.7,32.5
3561,22.4,4.3,3.4,30.1,33.2
3562,25.0,4.2,3.4,32.6,30.6
3563,24.1,4.3,3.4,31.8,31.4
3564,22.4,4.3,3.5,30.1,33.2
3565,22.6,4.2,3.4,30.1,33.2
3566,23.6,4.2,3.4,31.2,32.1
3567,23.5,4.3,3.4,31.2,32.0
3568,29.5,4.2,3.4,37.1,27.0
3569,30.5,4.2,3.4,38.2,26.2
3570,23.4,4.3,3.4,31.1,32.1
3571,22.2,4.2,3.5,29.9,33.5
3572,22.5,4.2,3.5,30.3,33.0
3573,20.4,4.2,3.4,28.1,35.6
3574,21.6,4.2,3.4,29.2,34.2
3575,21.7,4.2,3.4,29.4,34.1
3576,21.4,4.2,3.4,29.1,34.4
3577,21.2,4.3,3.5,28.9,34.6
3578,23.6,4.3,3.5,31.3,31.9
3579,23.3,4.2,3.5,31.0,32.2
3580,21.0,4.2,3.4,28.7,34.8
3581,24.0,4.2,3.4,31.6,31.6
3582,23.2,4.2,3.4,30.7,32.6
3583,23.1,4.2,3.4,30.7,32.5
3584,23.1,4.2,3.4,30.7,32.6
3585,22.9,4.2,3.4,30.5,32.7
3586,22.7,4.2,3.4,30.2,33.1
3587,23.8,4.2,3.4,31.4,31.9
3588,24.2,4.2,3.4,31.8,31.4
3589,23.2,4.2,3.4,30.8,32.4
3590,22.7,4.2,3.4,30.3,33.0
3591,24.2,4.2,3.5,31.9,31.3
3592,35.4,4.3,3.5,43.1,23.2
3593,37.8,4.3,3.5,45.5,22.0
3594,28.4,4.2,3.4,36.1,27.7
3595,47.1,4.3,3.5,54.9,18.2
3596,36.2,4.3,3.4,43.9,22.8
3597,30.8,4.2,3.4,38.5,26.0
3598,22.9,4.2,3.4,30.5,32.7
3599,26.0,4.2,3.4,33.6,29.8
3600,21.6,4.2,3.4,29.1,34.3
3601,20.5,4.2,3.4,28.1,35.6
3602,22.2,4.2,3.4,29.7,33.7
3603,22.9,4.2,3.4,30.5,32.7
3604,23.6,4.2,3.4,31.2,32.1
3605,23.7,4.2,3.4,31.3,31.9
3606,23.8,4.2,3.4,31.4,31.8
3607,23.7,4.2,3.4,31.3,32.0
3608,23.2,4.2,3.5,30.9,32.4
3609,23.7,4.2,3.4,31.2,32.0
3610,23.8,4.2,3.4,31.3,31.9
3611,24.1,4.2,3.4,31.7,31.6
3612,22.7,4.2,3.4,30.3,33.0
3613,23.7,4.2,3.4,31.3,31.9
3614,24.1,4.2,3.4,31.7,31.6
3615,23.2,4.2,3.4,30.8,32.5
3616,23.0,4.2,3.4,30.5,32.7
3617,23.1,4.2,3.4,30.7,32.6
3618,23.1,4.2,3.4,30.7,32.6
3619,22.7,4.2,3.4,30.3,33.0
3620,23.8,4.2,3.4,31.5,31.8
3621,23.5,4.3,3.4,31.2,32.0
3622,23.4,4.2,3.4,31.1,32.2
3623,22.9,4.2,3.4,30.6,32.7
3624,23.6,4.2,3.8,31.6,31.6
3625,22.5,4.3,3.5,30.2,33.1
3626,22.9,4.2,3.5,30.5,32.7
3627,22.6,4.3,3.5,30.4,32.9
3628,33.9,4.3,3.5,41.6,24.0
3629,39.2,4.2,3.4,46.7,21.4
3630,23.0,4.2,3.4,30.6,32.6
3631,23.2,4.2,3.4,30.8,32.5
3632,24.3,4.2,3.4,32.0,31.3
3633,22.3,4.2,3.4,30.0,33.4
3634,23.2,4.2,3.4,30.8,32.4
3635,24.1,4.2,3.5,31.7,31.5
3636,23.9,4.3,3.5,31.7,31.6
3637,21.3,4.3,2.3,27.9,35.9
3638,23.6,4.2,3.4,31.2,32.0
3639,24.8,4.2,3.4,32.5,30.8
3640,24.3,4.3,3.4,31.9,31.3
3641,22.6,4.2,3.4,30.2,33.1
3642,22.5,4.2,3.4,30.1,33.2
3643,24.8,4.2,3.4,32.4,30.9
3644,24.5,4.2,3.4,32.1,31.2
3645,22.8,4.3,3.4,30.5,32.8
3646,22.4,4.2,3.4,30.0,33.4
3647,24.6,4.2,3.3,32.1,31.2
3648,23.7,4.2,3.4,31.3,32.0
3649,23.8,4.2,3.4,31.4,31.9
3650,23.7,4.2,3.4,31.3,31.9
3651,24.0,4.2,3.4,31.6,31.6
3652,23.4,4.3,3.4,31.1,32.2
3653,23.0,4.3,3.5,30.7,32.6
3654,33.4,4.3,4.0,41.7,24.0
3655,38.4,4.2,3.4,46.1,21.7
3656,28.8,4.3,3.5,36.5,27.4
3657,31.7,4.2,3.5,39.4,25.4
3658,36.9,4.3,3.4,44.6,22.4
3659,29.7,4.2,3.4,37.3,26.8
3660,21.5,4.2,3.4,29.1,34.4
3661,21.2,4.2,3.5,28.8,34.7
3662,24.0,4.2,3.4,31.5,31.8
3663,24.2,4.2,3.4,31.7,31.5
3664,22.7,4.2,3.4,30.3,33.0
3665,23.9,4.2,3.4,31.5,31.7
3666,23.2,4.2,3.4,30.9,32.4
3667,22.4,4.2,3.4,30.0,33.4
3668,22.5,4.2,3.4,30.2,33.1
3669,24.8,4.2,3.4,32.5,30.8
3670,22.6,4.2,3.4,30.2,33.1
3671,23.3,4.2,3.4,30.9,32.4
3672,22.8,4.3,3.4,30.5,32.8
3673,24.1,4.3,3.4,31.8,31.5
3674,23.1,4.2,3.5,30.8,32.5
3675,22.6,4.2,3.4,30.2,33.1
3676,24.2,4.2,3.4,31.8,31.5
3677,23.1,4.3,3.4,30.8,32.4
3678,22.6,4.2,3.4,30.2,33.1
